id,performer_name,promotion,brand,source_brand,gender_division,division,game_eligible,availability,role_tier,alignment,archetype,faction_or_team,championships,source_overall,game_overall,rating_basis,rating_confidence,estimated_salary_usd,contract_weeks_remaining,renewal_risk,popularity_overall,star_power,draw_power,merch_appeal,social_buzz,workrate,psychology,stamina,consistency,safety,big_match_ability,charisma,mic_skill,character_work,crowd_connection,segment_versatility,durability,injury_risk,recovery_rate,confidence,locker_room_influence,frustration,singles_fit,tag_fit,promo_fit,rivalry_fit,opener_fit,main_event_fit,special_stipulation_fit,primary_roster_source_url,secondary_roster_source_url,ratings_source_url,notes,recalibration_model,popularity,momentum,ringSkill,promoSkill,morale,fatigue
wwe_nxt_brad_baylor,Brad Baylor,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,45,46,52,50,48,4
wwe_nxt_bronco_nima,Bronco Nima,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,Powerhouse,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,75,72,73,71,76,70,67,65,69,77,70,75,75,76,71,74,69,25,65,73,74,15,71,78,75,72,75,64,82,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,52,48,48,51,55,17
wwe_nxt_channing_stacks_lorenzo,"Channing ""Stacks"" Lorenzo",WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Birthright,,74,74,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,351000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,51,51,57,57,51,19
wwe_nxt_charlie_dempsey,Charlie Dempsey,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,Technician,Birthright,,75,75,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,352000,52,25,78,72,75,74,73,69,78,72,77,70,73,75,73,74,78,74,71,27,63,70,78,20,73,69,73,74,73,67,70,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,51,48,65,50,50,17
wwe_nxt_cutler_james,Cutler James,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,45,46,52,50,48,4
wwe_nxt_dion_lennox,Dion Lennox,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,45,46,52,50,48,4
wwe_nxt_ek_prosper,EK Prosper,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,45,46,52,50,48,4
wwe_nxt_elio_lefleur,Elio LeFleur,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,45,46,52,50,48,4
wwe_nxt_hank_walker,Hank Walker,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,77,78,81,79,75,73,74,81,77,77,76,76,72,80,75,69,30,64,80,75,26,80,76,74,77,79,71,80,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,62,58,66,56,57,18
wwe_nxt_jackson_drake,Jackson Drake,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,52,50,48,4
wwe_nxt_jasper_troy,Jasper Troy,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,52,50,48,4
wwe_nxt_josh_briggs,Josh Briggs,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,74,74,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,351000,52,25,74,73,73,78,80,71,72,72,75,69,72,77,81,77,72,77,67,31,62,75,76,17,71,75,79,74,75,66,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,52,51,57,57,51,19
wwe_nxt_kale_dixon,Kale Dixon,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,52,50,48,4
wwe_nxt_kam_hendrix,Kam Hendrix,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,52,50,48,4
wwe_nxt_keanu_carver,Keanu Carver,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,52,50,48,4
wwe_nxt_lexis_king,Lexis King,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Birthright,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,52,51,48,4
wwe_nxt_lucien_price,Lucien Price,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,52,51,48,4
wwe_nxt_mason_rook,Mason Rook,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,52,51,48,4
wwe_nxt_myles_borne,Myles Borne,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,75,75,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,352000,52,25,76,72,74,77,77,78,77,70,74,76,75,78,74,81,77,76,74,19,69,72,80,18,74,75,77,76,70,69,79,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,57,50,66,65,55,11
wwe_nxt_naraku,Naraku,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,53,51,48,4
wwe_nxt_niko_vance,Niko Vance,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,53,51,48,4
wwe_nxt_noam_dar,Noam Dar,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,354000,52,25,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,73,23,64,66,79,12,74,83,73,75,73,66,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,59,50,67,54,49,4
wwe_nxt_osiris_griffin,Osiris Griffin,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,53,51,48,4
wwe_nxt_ricky_smokes,Ricky Smokes,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,53,51,48,4
wwe_nxt_saquon_shugars,Saquon Shugars,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,53,51,48,4
wwe_nxt_sean_legacy,Sean Legacy,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,53,51,48,4
wwe_nxt_shawn_spears,Shawn Spears,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,53,51,48,4
wwe_nxt_shiloh_hill,Shiloh Hill,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,46,46,53,51,48,4
wwe_nxt_tank_ledger,Tank Ledger,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,77,78,81,79,75,73,74,81,77,77,76,76,72,80,75,69,30,64,80,75,26,80,76,74,77,79,71,80,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,62,58,66,56,57,18
wwe_nxt_tate_wilder,Tate Wilder,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,47,46,53,51,48,4
wwe_nxt_tavion_heights,Tavion Heights,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,47,46,53,52,48,4
wwe_nxt_tony_d_angelo,Tony D'Angelo,WWE,NXT,NXT,Mens,Mens,Yes,Active,Midcard,Unknown,RingGeneral,,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,931000,52,25,77,77,77,78,73,76,74,73,76,77,79,83,81,85,73,81,72,31,66,78,76,24,76,83,83,78,77,77,85,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,71,59,73,73,57,21
wwe_nxt_tristan_angels,Tristan Angels,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,47,46,53,52,49,4
wwe_nxt_uriah_connors,Uriah Connors,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Birthright,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,71,68,69,73,75,70,67,74,73,67,69,73,70,77,69,73,68,18,66,65,69,12,72,77,73,70,67,63,76,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,47,46,53,52,49,4
wwe_nxt_adriana_rizzo,Adriana Rizzo,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,47,47,54,46,46,12
wwe_nxt_arianna_grace,Arianna Grace,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,Birthright,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,47,47,54,46,46,12
wwe_nxt_izzi_dame,Izzi Dame,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,354000,52,25,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,68,30,66,75,75,23,75,84,77,74,74,65,77,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,58,56,69,64,55,11
wwe_nxt_jaida_parker,Jaida Parker,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,75,77,75,76,77,73,73,77,83,76,75,74,77,80,76,71,18,65,77,71,22,75,86,75,77,76,70,78,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,61,56,67,57,57,9
wwe_nxt_kali_armstrong,Kali Armstrong,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,Technician,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,75,71,73,71,80,76,73,71,71,75,69,74,78,76,73,75,69,17,72,70,68,20,75,65,77,73,69,63,78,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,51,48,65,53,49,13
wwe_nxt_karmen_petrovic,Karmen Petrovic,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,47,47,54,46,46,12
wwe_nxt_kelani_jordan,Kelani Jordan,WWE,NXT,NXT,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,931000,52,25,78,77,77,74,79,77,80,77,80,78,78,78,78,76,76,77,74,29,63,73,76,20,80,86,77,77,78,76,80,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,71,59,77,71,50,13
wwe_nxt_kendal_grey,Kendal Grey,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,47,47,54,46,46,12
wwe_nxt_lizzy_rain,Lizzy Rain,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,47,47,54,47,46,13
wwe_nxt_lola_vice,Lola Vice,WWE,NXT,NXT,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,79,75,77,83,77,73,78,83,76,80,78,84,88,82,76,82,74,26,65,77,78,16,79,79,85,79,80,76,73,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,72,60,76,74,60,18
wwe_nxt_myka_lockwood,Myka Lockwood,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,50,72,"Game-derived estimate from roster tier, title status, current availability, and known public role",Medium,348000,52,25,73,70,71,70,78,71,69,69,73,71,70,68,71,68,74,70,64,20,72,63,77,27,73,80,69,71,67,64,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,47,47,54,47,46,13
